4.182020187377929688e+00 -4.881356284022331238e-02 1.119589433073997498e-01 1.081285953521728516e+00 -8.410845398902893066e-01 -4.502180814743041992e-01 -4.456461966037750244e-01 -3.747303485870361328e-01 1.122394919395446777e+00 -2.255432754755020142e-01
8.169544339179992676e-01 -4.881356284022331238e-02 6.569339036941528320e-01 4.407336115837097168e-01 9.033064246177673340e-01 -4.502180814743041992e-01 -4.456461966037750244e-01 -3.747303485870361328e-01 1.496242761611938477e+00 -2.255432754755020142e-01
-1.324451088905334473e+00 -9.674670696258544922e-01 -1.225742459297180176e+00 -1.199516892433166504e+00 -8.410845398902893066e-01 -4.502180814743041992e-01 -4.456461966037750244e-01 -3.747303485870361328e-01 -4.335543513298034668e-01 -2.255432754755020142e-01
-5.596633553504943848e-01 -4.881356284022331238e-02 5.853838920593261719e-01 5.482708215713500977e-01 -8.410845398902893066e-01 -4.502180814743041992e-01 -4.456461966037750244e-01 -3.747303485870361328e-01 4.212551936507225037e-02 -2.255432754755020142e-01
1.428784608840942383e+00 1.788493394851684570e+00 5.554879307746887207e-01 2.947313487529754639e-01 7.930551171302795410e-01 -4.502180814743041992e-01 -4.456461966037750244e-01 -3.747303485870361328e-01 -1.010712906718254089e-01 -2.255432754755020142e-01
6.639969348907470703e-01 -4.881356284022331238e-02 9.249789714813232422e-01 8.225859999656677246e-01 1.835627913475036621e+00 -4.502180814743041992e-01 -4.456461966037750244e-01 -3.747303485870361328e-01 -5.148428305983543396e-02 -2.255432754755020142e-01
-8.655784726142883301e-01 -9.674670696258544922e-01 -1.225742459297180176e+00 -1.199516892433166504e+00 -8.410845398902893066e-01 -4.502180814743041992e-01 -4.456461966037750244e-01 -3.747303485870361328e-01 -4.335543513298034668e-01 -2.255432754755020142e-01
-1.324451088905334473e+00 -4.881356284022331238e-02 1.232665538787841797e+00 1.171693921089172363e+00 -8.410845398902893066e-01 -4.502180814743041992e-01 -4.456461966037750244e-01 -3.747303485870361328e-01 1.628952920436859131e-01 -2.255432754755020142e-01
-1.324451088905334473e+00 -9.674670696258544922e-01 -1.225742459297180176e+00 -1.199516892433166504e+00 -8.410845398902893066e-01 -4.502180814743041992e-01 -4.456461966037750244e-01 -3.747303485870361328e-01 -4.335543513298034668e-01 -2.255432754755020142e-01
-8.655784726142883301e-01 -9.674670696258544922e-01 -1.225742459297180176e+00 -1.199516892433166504e+00 -8.410845398902893066e-01 -4.502180814743041992e-01 -4.456461966037750244e-01 -3.747303485870361328e-01 -4.335543513298034668e-01 -2.255432754755020142e-01
2.499487161636352539e+00 -4.881356284022331238e-02 6.440882086753845215e-01 5.884654521942138672e-01 9.453475475311279297e-01 -4.502180814743041992e-01 -4.456461966037750244e-01 -3.747303485870361328e-01 -1.917375028133392334e-01 -2.255432754755020142e-01
-1.007907614111900330e-01 -4.881356284022331238e-02 2.355878949165344238e-01 3.799302577972412109e-01 1.088824391365051270e+00 -4.502180814743041992e-01 -4.456461966037750244e-01 -3.747303485870361328e-01 -1.881327182054519653e-01 -2.255432754755020142e-01
-4.067058265209197998e-01 -9.674670696258544922e-01 -1.225742459297180176e+00 -1.199516892433166504e+00 -8.410845398902893066e-01 -4.502180814743041992e-01 -4.456461966037750244e-01 -3.747303485870361328e-01 -4.335543513298034668e-01 -2.255432754755020142e-01
6.639969348907470703e-01 1.788493394851684570e+00 6.066959500312805176e-01 7.463642358779907227e-01 -8.410845398902893066e-01 1.447103023529052734e+00 1.432090878486633301e+00 2.599662065505981445e+00 -2.320708334445953369e-01 1.469262540340423584e-01
